# Wordlist

# DATA
ID	DOCULECT	CONCEPT	NUMBER	CHINESE	VALUE	FORM	TOKENS	STRUCTURE
2818	Sonaga (Xinfeng)	beneath	528	下面	wa²¹⁵ tɕʰyi²¹, tɕʰa⁵⁵ kʰɨ³³̪	wa²¹⁵tɕʰyi²¹	w a ²¹⁵ + tɕʰ ɥ i ²¹	i n t + i m n t
2819	Sonaga (Xinfeng)	beneath	528	下面	wa²¹⁵ tɕʰyi²¹, tɕʰa⁵⁵ kʰɨ³³̪	tɕʰa⁵⁵kʰɨ³³̪	tɕʰ a ⁵⁵ + kʰ ɨ ³³	i n t + i n t
#
2800	Kua-nsi (Hedong)	beside	526	旁边	mɯ̃²¹ hɯ̃²¹	mɯ̃²¹hɯ̃²¹	m ɯ̃ ²¹ + h ɯ̃ ²¹	i n t + i n t
2801	Kuamasi	beside	526	旁边	bia̠²¹ to⁵⁵ tɕʰu²¹	bia̠²¹to⁵⁵tɕʰu²¹	b j a̠ ²¹ + t o ⁵⁵ + tɕʰ u ²¹	i m n t + i n t + i n t
2802	Zibusi (Daqing)	beside	526	旁边	ŋu²¹ bie⁵⁵, ŋ²¹ dzɿ⁵⁵ _	ŋu²¹bie⁵⁵	ŋ u ²¹ + b j e ⁵⁵	i n t + i m n t
2803	Zibusi (Daqing)	beside	526	旁边	ŋu²¹ bie⁵⁵, ŋ²¹ dzɿ⁵⁵ _	ŋ²¹dzɿ⁵⁵	ŋ ²¹ + dz ɿ ⁵⁵	n t + i n t
2804	Laizisi (Moguang)	beside	526	旁边	ŋua³³ bia³³	ŋua³³bia³³	ŋ w a ³³ + b j a ³³	i m n t + i m n t
2805	Sonaga (Xinfeng)	beside	526	旁边	pi⁵⁵ tɑ̠²¹	pi⁵⁵tɑ̠²¹	p i ⁵⁵ + t ɑ̠/ɑ ²¹	i n t + i n t
#
2782	Kua-nsi (Hedong)	between	523	中间	ka⁵⁵ la⁵⁵ mu³³	ka⁵⁵la⁵⁵mu³³	k a ⁵⁵ + l a ⁵⁵ + m u ³³	i n t + i n t + i n t
2783	Kuamasi	between	523	中间	ka⁵⁵ la⁵⁵ tɯ³³, ka⁵⁵ la⁵⁵	ka⁵⁵la⁵⁵tɯ³³	k a ⁵⁵ + l a ⁵⁵ + t ɯ ³³	i n t + i n t + i n t
2784	Kuamasi	between	523	中间	ka⁵⁵ la⁵⁵ tɯ³³, ka⁵⁵ la⁵⁵	ka⁵⁵la⁵⁵	k a ⁵⁵ + l a ⁵⁵	i n t + i n t
2785	Zibusi (Daqing)	between	523	中间	ka̠⁵⁵ na⁵⁵	ka̠⁵⁵na⁵⁵	k a̠/a ⁵⁵ + n a ⁵⁵	i n t + i n t
2786	Laizisi (Moguang)	between	523	中间	ʔwa⁵⁵ ɕi⁵⁵ mi²¹̠	ʔwa⁵⁵ɕi⁵⁵mi²¹	ʔ w a ⁵⁵ + ɕ i ⁵⁵ + m i ²¹	i m n t + i n t + i n t
2787	Sonaga (Xinfeng)	between	523	中间	ʔa̠⁵⁵ ɕi⁵⁵ miɛ²¹	ʔa̠⁵⁵ɕi⁵⁵miɛ²¹	ʔ a̠/a ⁵⁵ + ɕ i ⁵⁵ + m j ɛ ²¹	i n t + i n t + i m n t
#
2574	Kua-nsi (Hedong)	big*	484	大	wa²¹	wa²¹	w a ²¹	i n t
2575	Kua-nsi	big*	484	大	wa²¹	wa²¹	w a ²¹	i n t
2576	Kuamasi	big*	484	大	wa²¹	wa²¹	w a ²¹	i n t
2577	Zibusi (Daqing)	big*	484	大	wa²¹	wa²¹	w a ²¹	i n t
2578	Laizisi (Moguang)	big*	484	大	wa̠²¹	wa̠²¹	w a̠/a ²¹	i n t
2579	Sonaga (Xinfeng)	big*	484	大	ɣa̠²¹	ɣa̠²¹	ɣ a̠/a ²¹	i n t
#
287	Kua-nsi (Hedong)	bird*	55	鸟	ʔa³³ zu²¹	ʔa³³zu²¹	ʔ a ³³ + z u ²¹	i n t + i n t
288	Kua-nsi	bird*	55	鸟	ʔa³³ zu²¹	ʔa³³zu²¹	ʔ a ³³ + z u ²¹	i n t + i n t
289	Kuamasi	bird*	55	鸟	ʔja³³	ʔja³³	ˀj a ³³	i n t
290	Zibusi (Daqing)	bird*	55	鸟	ʔa³³ zu²¹	ʔa³³zu²¹	ʔ a ³³ + z u ²¹	i n t + i n t
291	Laizisi (Moguang)	bird*	55	鸟	ʔã⁵⁵	ʔã⁵⁵	ʔ ã ⁵⁵	i n t
292	Sonaga (Xinfeng)	bird*	55	鸟	ʔja³³ zo²¹	ʔja³³zo²¹	ˀj a ³³ + z o ²¹	i n t + i n t
#
2397	Kua-nsi (Hedong)	bitter	452	苦	kʰu²¹	kʰu²¹	kʰ u ²¹	i n t
2398	Kuamasi	bitter	452	苦	kʰu²¹	kʰu²¹	kʰ u ²¹	i n t
2399	Zibusi (Daqing)	bitter	452	苦	kʰu²¹	kʰu²¹	kʰ u ²¹	i n t
2400	Laizisi (Moguang)	bitter	452	苦	kʰu²¹	kʰu²¹	kʰ u ²¹	i n t
2401	Sonaga (Xinfeng)	bitter	452	苦	kʰɑu²¹	kʰɑu²¹	kʰ ɑu ²¹	i n t
#
2192	Kua-nsi (Hedong)	black*	416	黑	na³³	na³³	n a ³³	i n t
2193	Kua-nsi	black*	416	黑	na³³ kua³³	na³³kua³³	n a ³³ + k w a ³³	i n t + i m n t
2194	Kuamasi	black*	416	黑	na³³ kɯ³³	na³³kɯ³³	n a ³³ + k ɯ ³³	i n t + i n t
2195	Zibusi (Daqing)	black*	416	黑	na³³	na³³	n a ³³	i n t
2196	Laizisi (Moguang)	black*	416	黑	na³³	na³³	n a ³³	i n t
2197	Sonaga (Xinfeng)	black*	416	黑	na̠³³	na̠³³	n a̠/a ³³	i n t
#
1080	Kua-nsi (Hedong)	blanket	204	被子	dzɿ³³ wa⁵⁵	dzɿ³³wa⁵⁵	dz ɿ ³³ + w a ⁵⁵	i n t + i n t
1081	Kuamasi	blanket	204	被子	dzɤ³³ lo⁵⁵	dzɤ³³lo⁵⁵	dz ɤ ³³ + l o ⁵⁵	i n t + i n t
1082	Zibusi (Daqing)	blanket	204	被子	pai²¹ tsɿ²¹	pai²¹tsɿ²¹	p ai ²¹ + ts ɿ ²¹	i n t + i n t
1083	Laizisi (Moguang)	blanket	204	被子	pai²¹ tsɿ²¹	pai²¹tsɿ²¹	p ai ²¹ + ts ɿ ²¹	i n t + i n t
1084	Sonaga (Xinfeng)	blanket	204	被子	lo²¹ bo²¹	lo²¹bo²¹	l o ²¹ + b o ²¹	i n t + i n t
#
838	Kua-nsi (Hedong)	blood*	157	血	sɿ²¹	sɿ²¹	s ɿ ²¹	i n t
839	Kua-nsi	blood*	157	血	sɿ²¹	sɿ²¹	s ɿ ²¹	i n t
840	Kuamasi	blood*	157	血	sɿ²¹	sɿ²¹	s ɿ ²¹	i n t
841	Zibusi (Daqing)	blood*	157	血	sɿ²¹	sɿ²¹	s ɿ ²¹	i n t
842	Laizisi (Moguang)	blood*	157	血	sɿ²¹ _	sɿ²¹	s ɿ ²¹	i n t
843	Sonaga (Xinfeng)	blood*	157	血	sɿ²¹ _	sɿ²¹	s ɿ ²¹	i n t
#
2210	Kua-nsi (Hedong)	blue	419	蓝	tɕʰya⁵⁵ ɕi³³	tɕʰya⁵⁵ɕi³³	tɕʰ ɥ a ⁵⁵ + ɕ i ³³	i m n t + i n t
2211	Kuamasi	blue	419	蓝	ʔi⁵⁵ tɕi⁵⁵	ʔi⁵⁵tɕi⁵⁵	ʔ i ⁵⁵ + tɕ i ⁵⁵	i n t + i n t
2212	Zibusi (Daqing)	blue	419	蓝	tɕʰɛ̃⁵⁵	tɕʰɛ̃⁵⁵	tɕʰ ɛ̃ ⁵⁵	i n t
2213	Laizisi (Moguang)	blue	419	蓝	tɕʰi⁵⁵	tɕʰi⁵⁵	tɕʰ i ⁵⁵	i n t
2214	Sonaga (Xinfeng)	blue	419	蓝	tɕʰiɛ⁵⁵	tɕʰiɛ⁵⁵	tɕʰ j ɛ ⁵⁵	i m n t
#
2227	Kua-nsi (Hedong)	blunt	422	钝(刀钝)	ni⁵⁵	ni⁵⁵	n i ⁵⁵	i n t
2228	Kuamasi	blunt	422	钝(刀钝)	mo²¹ tʰa³³	mo²¹tʰa³³	m o ²¹ + tʰ a ³³	i n t + i n t
2229	Zibusi (Daqing)	blunt	422	钝(刀钝)	n̩²¹ tʰa³³	n̩²¹tʰa³³	n n̩ ²¹ + tʰ a ³³	i n t + i n t
2230	Laizisi (Moguang)	blunt	422	钝(刀钝)	tʰɯ³³	tʰɯ³³	tʰ ɯ ³³	i n t
2231	Sonaga (Xinfeng)	blunt	422	钝(刀钝)	kʰu⁵⁵	kʰu⁵⁵	kʰ u ⁵⁵	i n t
#
555	Kua-nsi (Hedong)	board	106	板子(木板)	pua³³	pua³³	p w a ³³	i m n t
556	Kuamasi	board	106	板子(木板)	pa³³ pʰi²¹	pa³³pʰi²¹	p a ³³ + pʰ i ²¹	i n t + i n t
557	Zibusi (Daqing)	board	106	板子(木板)	pua³³	pua³³	p w a ³³	i m n t
558	Laizisi (Moguang)	board	106	板子(木板)	pa³³	pa³³	p a ³³	i n t
559	Sonaga (Xinfeng)	board	106	板子(木板)	pa̠³³	pa̠³³	p a̠/a ³³	i n t
#
1220	Kua-nsi (Hedong)	boat	231	船	zɿ⁵⁵	zɿ⁵⁵	z ɿ ⁵⁵	i n t
1221	Kuamasi	boat	231	船	zi⁵⁵ pa²¹	zi⁵⁵pa²¹	z i ⁵⁵ + p a ²¹	i n t + i n t
1222	Zibusi (Daqing)	boat	231	船	ʑi⁵⁵	ʑi⁵⁵	ʑ i ⁵⁵	i n t
1223	Laizisi (Moguang)	boat	231	船	li⁵⁵	li⁵⁵	l i ⁵⁵	i n t
1224	Sonaga (Xinfeng)	boat	231	船	li⁵⁵ su⁵⁵	li⁵⁵su⁵⁵	l i ⁵⁵ + s u ⁵⁵	i n t + i n t
#
583	Kua-nsi (Hedong)	body	111	身体	ɡɨ⁵⁵̪ dɯ̠²¹	ɡɨ⁵⁵̪dɯ̠²¹	g ɨ ⁵⁵ + d ɯ̠/ɯ ²¹	i n t + i n t
584	Kuamasi	body	111	身体	ɡɯ⁵⁵ dɯ²¹	ɡɯ⁵⁵dɯ²¹	g ɯ ⁵⁵ + d ɯ ²¹	i n t + i n t
585	Zibusi (Daqing)	body	111	身体	ɡo⁵⁵ dɯ²¹	ɡo⁵⁵dɯ²¹	g o ⁵⁵ + d ɯ ²¹	i n t + i n t
586	Laizisi (Moguang)	body	111	身体	ɡɯ⁵⁵ dɯ²¹	ɡɯ⁵⁵dɯ²¹	g ɯ ⁵⁵ + d ɯ ²¹	i n t + i n t
587	Sonaga (Xinfeng)	body	111	身体	ɡɨ⁵⁵̪ dɯ²¹	ɡɨ⁵⁵̪dɯ²¹	g ɨ ⁵⁵ + d ɯ ²¹	i n t + i n t
#
790	Kua-nsi (Hedong)	bone*	148	骨头	kua³³ tɯ²¹	kua³³tɯ²¹	k w a ³³ + t ɯ ²¹	i m n t + i n t
791	Kua-nsi	bone*	148	骨头	kua³³ tɯ²¹	kua³³tɯ²¹	k w a ³³ + t ɯ ²¹	i m n t + i n t
792	Kuamasi	bone*	148	骨头	kua⁵⁵ tjɯ²¹	kua⁵⁵tjɯ²¹	k w a ⁵⁵ + t j ɯ ²¹	i m n t + i m n t
793	Zibusi (Daqing)	bone*	148	骨头	kua³³ tɯ²¹	kua³³tɯ²¹	k w a ³³ + t ɯ ²¹	i m n t + i n t
794	Laizisi (Moguang)	bone*	148	骨头	kua³³ tɯ²¹	kua³³tɯ²¹	k w a ³³ + t ɯ ²¹	i m n t + i n t
795	Sonaga (Xinfeng)	bone*	148	骨头	kua³³ tɯ²¹	kua³³tɯ²¹	k w a ³³ + t ɯ ²¹	i m n t + i n t
#
1272	Kua-nsi (Hedong)	bow	241	弓	mia²¹	mia²¹	m j a ²¹	i m n t
1273	Kuamasi	bow	241	弓	mia²¹	mia²¹	m j a ²¹	i m n t
1274	Zibusi (Daqing)	bow	241	弓	mia²¹	mia²¹	m j a ²¹	i m n t
1275	Laizisi (Moguang)	bow	241	弓	mia²¹	mia²¹	m j a ²¹	i m n t
1276	Sonaga (Xinfeng)	bow	241	弓	pa⁵⁵	pa⁵⁵	p a ⁵⁵	i n t
#
1188	Kua-nsi (Hedong)	bowl	225	小碗	tɕi²¹ zu²¹	tɕi²¹zu²¹	tɕ i ²¹ + z u ²¹	i n t + i n t
1189	Kuamasi	bowl	225	小碗	tɕi²¹	tɕi²¹	tɕ i ²¹	i n t
1190	Zibusi (Daqing)	bowl	225	小碗	kai²¹	kai²¹	k ai ²¹	i n t
1191	Laizisi (Moguang)	bowl	225	小碗	kai²¹	kai²¹	k ai ²¹	i n t
1192	Sonaga (Xinfeng)	bowl	225	小碗	kai³⁵ pʰa²¹	kai³⁵pʰa²¹	k ai ³⁵ + pʰ a ²¹	i n t + i n t
#
594	Kua-nsi (Hedong)	brain	113	脑髓	ʔɨ²¹̪ ni²¹	ʔɨ²¹̪ni²¹	ʔ ɨ ²¹ + n i ²¹	i n t + i n t
595	Kuamasi	brain	113	脑髓	ʔɤ̠²¹ ni²¹̠	ʔɤ̠²¹ni²¹	ʔ ɤ̠/ɤ ²¹ + n i ²¹	i n t + i n t
596	Zibusi (Daqing)	brain	113	脑髓	ʔo²¹ nai²¹	ʔo²¹nai²¹	ʔ o ²¹ + n ai ²¹	i n t + i n t
597	Laizisi (Moguang)	brain	113	脑髓	nɑu³³	nɑu³³	n ɑu ³³	i n t
598	Sonaga (Xinfeng)	brain	113	脑髓	ʔɨ ̪nai²¹ _	ʔɨ̪nai²¹	ʔ ɨ ⁰ + n ai ²¹	i n t + i n t
#
539	Kua-nsi (Hedong)	branch	103	树枝	sɿ³³ ka²¹ la̠²¹, tʰa²¹ _ ka²¹ la̠²¹	sɿ³³ka²¹la̠²¹	s ɿ ³³ + k a ²¹ + l a̠/a ²¹	i n t + i n t + i n t
540	Kua-nsi (Hedong)	branch	103	树枝	sɿ³³ ka²¹ la̠²¹, tʰa²¹ _ ka²¹ la̠²¹	tʰa²¹_ka²¹la̠²¹	tʰ a ²¹ + k a ²¹ + l a̠/a ²¹	i n t + i n t + i n t
541	Kuamasi	branch	103	树枝	sɿ³³ ka̠²¹ _	sɿ³³ka̠²¹	s ɿ ³³ + k a̠/a ²¹	i n t + i n t
542	Zibusi (Daqing)	branch	103	树枝	sɿ³³ ka²¹ _	sɿ³³ka²¹	s ɿ ³³ + k a ²¹	i n t + i n t
543	Laizisi (Moguang)	branch	103	树枝	ɕi³³ ka²¹ la²¹	ɕi³³ka²¹la²¹	ɕ i ³³ + k a ²¹ + l a ²¹	i n t + i n t + i n t
544	Sonaga (Xinfeng)	branch	103	树枝	ʔou⁵⁵ lo⁵⁵	ʔou⁵⁵lo⁵⁵	ʔ ou ⁵⁵ + l o ⁵⁵	i n t + i n t
#
2490	Kua-nsi (Hedong)	brave	469	勇敢	dʑa³³ lua³⁵, ta³³ do²¹	dʑa³³lua³⁵	dʑ a ³³ + l w a ³⁵	i n t + i m n t
2491	Kua-nsi (Hedong)	brave	469	勇敢	dʑa³³ lua³⁵, ta³³ do²¹	ta³³do²¹	t a ³³ + d o ²¹	i n t + i n t
2492	Kuamasi	brave	469	勇敢	ta³³ wa²¹	ta³³wa²¹	t a ³³ + w a ²¹	i n t + i n t
2493	Zibusi (Daqing)	brave	469	勇敢	xou²¹ tɕʰi⁵⁵, nɛi³³ wa²¹	xou²¹tɕʰi⁵⁵	x ou ²¹ + tɕʰ i ⁵⁵	i n t + i n t
2494	Zibusi (Daqing)	brave	469	勇敢	xou²¹ tɕʰi⁵⁵, nɛi³³ wa²¹	nɛi³³wa²¹	n ɛi ³³ + w a ²¹	i n t + i n t
2495	Laizisi (Moguang)	brave	469	勇敢	zɯ²¹ du⁵⁵, nɛ⁵⁵ wa²¹	zɯ²¹du⁵⁵	z ɯ ²¹ + d u ⁵⁵	i n t + i n t
2496	Laizisi (Moguang)	brave	469	勇敢	zɯ²¹ du⁵⁵, nɛ⁵⁵ wa²¹	nɛ⁵⁵wa²¹	n ɛ ⁵⁵ + w a ²¹	i n t + i n t
2497	Sonaga (Xinfeng)	brave	469	勇敢	nɛ³³ ɣa̠²¹	nɛ³³ɣa̠²¹	n ɛ ³³ + ɣ a̠/a ²¹	i n t + i n t
#
764	Kua-nsi (Hedong)	breast*	144	乳房	ʔũ⁵⁵ ȵu³³	ʔũ⁵⁵ȵu³³	ʔ ũ ⁵⁵ + ȵ u ³³	i n t + i n t
765	Kua-nsi	breast*	144	乳房	ʔu⁵⁵ ȵu³³	ʔu⁵⁵ȵu³³	ʔ u ⁵⁵ + ȵ u ³³	i n t + i n t
766	Kuamasi	breast*	144	乳房	ʔa⁵⁵ ju³³, ʔa⁵⁵ ȵu³³	ʔa⁵⁵ju³³	ʔ a ⁵⁵ + j u ³³	i n t + i n t
767	Kuamasi	breast*	144	乳房	ʔa⁵⁵ ju³³, ʔa⁵⁵ ȵu³³	ʔa⁵⁵ȵu³³	ʔ a ⁵⁵ + ȵ u ³³	i n t + i n t
768	Zibusi (Daqing)	breast*	144	乳房	ʔa⁵⁵ ba³³	ʔa⁵⁵ba³³	ʔ a ⁵⁵ + b a ³³	i n t + i n t
769	Laizisi (Moguang)	breast*	144	乳房	pa̠²¹ pa̠²¹	pa̠²¹pa̠²¹	p a̠/a ²¹ + p a̠/a ²¹	i n t + i n t
770	Sonaga (Xinfeng)	breast*	144	乳房	ʔa⁵⁵ ba³³	ʔa⁵⁵ba³³	ʔ a ⁵⁵ + b a ³³	i n t + i n t
#
1215	Kua-nsi (Hedong)	bridge	230	桥	ɡa²¹ dzu⁵⁵	ɡa²¹dzu⁵⁵	g a ²¹ + dz u ⁵⁵	i n t + i n t
1216	Kuamasi	bridge	230	桥	ɡa²¹ dzɿ⁵⁵	ɡa²¹dzɿ⁵⁵	g a ²¹ + dz ɿ ⁵⁵	i n t + i n t
1217	Zibusi (Daqing)	bridge	230	桥	ɡa²¹ dzɯ⁵⁵	ɡa²¹dzɯ⁵⁵	g a ²¹ + dz ɯ ⁵⁵	i n t + i n t
1218	Laizisi (Moguang)	bridge	230	桥	ɡa²¹ dzɯ⁵⁵	ɡa²¹dzɯ⁵⁵	g a ²¹ + dz ɯ ⁵⁵	i n t + i n t
1219	Sonaga (Xinfeng)	bridge	230	桥	ɡu²¹⁵ tɕiou²¹	ɡu²¹⁵tɕiou²¹	g u ²¹⁵ + tɕ j ou ²¹	i n t + i m n t
#
2257	Kua-nsi (Hedong)	bright	427	亮(房子很亮)	ɿ⁵⁵ mia⁵⁵	ɿ⁵⁵mia⁵⁵	ɿ ⁵⁵ + m j a ⁵⁵	n t + i m n t
2258	Kuamasi	bright	427	亮(房子很亮)	ȵia³³	ȵia³³	ȵ j a ³³	i m n t
2259	Zibusi (Daqing)	bright	427	亮(房子很亮)	ma²¹	ma²¹	m a ²¹	i n t
2260	Laizisi (Moguang)	bright	427	亮(房子很亮)	ȵia³³	ȵia³³	ȵ j a ³³	i m n t
2261	Sonaga (Xinfeng)	bright	427	亮(房子很亮)	ma̠²¹	ma̠²¹	m a̠/a ²¹	i n t
#
1177	Kua-nsi (Hedong)	broom	223	扫帚(扫把)	ɱɨ⁵⁵̪ sɿ³³	ɱɨ⁵⁵̪sɿ³³	ɱ ɨ ⁵⁵ + s ɿ ³³	i n t + i n t
1178	Kuamasi	broom	223	扫帚(扫把)	mi⁵⁵ sɿ³³ _	mi⁵⁵sɿ³³	m i ⁵⁵ + s ɿ ³³	i n t + i n t
1179	Zibusi (Daqing)	broom	223	扫帚(扫把)	mi⁵⁵ sɿ³³	mi⁵⁵sɿ³³	m i ⁵⁵ + s ɿ ³³	i n t + i n t
1180	Laizisi (Moguang)	broom	223	扫帚(扫把)	mi⁵⁵ sɿ³³	mi⁵⁵sɿ³³	m i ⁵⁵ + s ɿ ³³	i n t + i n t
1181	Sonaga (Xinfeng)	broom	223	扫帚(扫把)	mi⁵⁵ sɿ³³	mi⁵⁵sɿ³³	m i ⁵⁵ + s ɿ ³³	i n t + i n t
#
415	Kua-nsi (Hedong)	buckwheat	79	荞麦/荞子	ɡu²¹, sɿ²¹ kʰu³³	ɡu²¹	g u ²¹	i n t
416	Kua-nsi (Hedong)	buckwheat	79	荞麦/荞子	ɡu²¹, sɿ²¹ kʰu³³	sɿ²¹kʰu³³	s ɿ ²¹ + kʰ u ³³	i n t + i n t
417	Kuamasi	buckwheat	79	荞麦/荞子	ɡu²¹, ɡu²¹ kʰu²¹	ɡu²¹	g u ²¹	i n t
418	Kuamasi	buckwheat	79	荞麦/荞子	ɡu²¹, ɡu²¹ kʰu²¹	ɡu²¹kʰu²¹	g u ²¹ + kʰ u ²¹	i n t + i n t
419	Zibusi (Daqing)	buckwheat	79	荞麦/荞子	ɡu²¹	ɡu²¹	g u ²¹	i n t
420	Laizisi (Moguang)	buckwheat	79	荞麦/荞子	ɡu²¹	ɡu²¹	g u ²¹	i n t
421	Sonaga (Xinfeng)	buckwheat	79	荞麦/荞子	ɡo²¹	ɡo²¹	g o ²¹	i n t
#
359	Kua-nsi (Hedong)	butterfly	69	蝴蝶	bie²¹ lɤ³³	bie²¹lɤ³³	b j e ²¹ + l ɤ ³³	i m n t + i n t
360	Kuamasi	butterfly	69	蝴蝶	bia̠²¹ la̠²¹	bia̠²¹la̠²¹	b j a̠ ²¹ + l a̠/a ²¹	i m n t + i n t
361	Zibusi (Daqing)	butterfly	69	蝴蝶	kua⁵⁵ lɛi²¹	kua⁵⁵lɛi²¹	k w a ⁵⁵ + l ɛi ²¹	i m n t + i n t
362	Laizisi (Moguang)	butterfly	69	蝴蝶	bia²¹ lu³³ ɕi⁵⁵	bia²¹lu³³ɕi⁵⁵	b j a ²¹ + l u ³³ + ɕ i ⁵⁵	i m n t + i n t + i n t
363	Sonaga (Xinfeng)	butterfly	69	蝴蝶	ku⁵⁵ lɛ̠i³³	ku⁵⁵lɛ̠i³³	k u ⁵⁵ + l ɛ̠i/ɛi ³³	i n t + i n t
#
716	Kua-nsi (Hedong)	buttocks	135	屁股	tsʰɿ²¹ kʰɤ⁵⁵	tsʰɿ²¹kʰɤ⁵⁵	tsʰ ɿ ²¹ + kʰ ɤ ⁵⁵	i n t + i n t
717	Kuamasi	buttocks	135	屁股	da⁵⁵ pɯ³³	da⁵⁵pɯ³³	d a ⁵⁵ + p ɯ ³³	i n t + i n t
718	Zibusi (Daqing)	buttocks	135	屁股	tɕʰi²¹ kʰo⁵⁵	tɕʰi²¹kʰo⁵⁵	tɕʰ i ²¹ + kʰ o ⁵⁵	i n t + i n t
719	Laizisi (Moguang)	buttocks	135	屁股	tɕʰi²¹ kʰo⁵⁵	tɕʰi²¹kʰo⁵⁵	tɕʰ i ²¹ + kʰ o ⁵⁵	i n t + i n t
720	Sonaga (Xinfeng)	buttocks	135	屁股	ta⁵⁵ pɯ³³	ta⁵⁵pɯ³³	t a ⁵⁵ + p ɯ ³³	i n t + i n t
#
737	Kua-nsi (Hedong)	calf, lower leg	139	小腿	tsʰɿ⁵⁵ vɨ²¹̪	tsʰɿ⁵⁵vɨ²¹̪	tsʰ ɿ ⁵⁵ + v ɨ ²¹	i n t + i n t
738	Kuamasi	calf, lower leg	139	小腿	tɕʰi⁵⁵ ma⁵⁵ sua²¹	tɕʰi⁵⁵ma⁵⁵sua²¹	tɕʰ i ⁵⁵ + m a ⁵⁵ + s w a ²¹	i n t + i n t + i m n t
739	Zibusi (Daqing)	calf, lower leg	139	小腿	tɕʰi⁵⁵ kua⁵⁵ tʰo⁵⁵	tɕʰi⁵⁵kua⁵⁵tʰo⁵⁵	tɕʰ i ⁵⁵ + k w a ⁵⁵ + tʰ o ⁵⁵	i n t + i m n t + i n t
740	Laizisi (Moguang)	calf, lower leg	139	小腿	ma⁵⁵ ɕya²¹ tʰo⁵⁵, tɕʰi⁵⁵ vɤ²¹	ma⁵⁵ɕya²¹tʰo⁵⁵	m a ⁵⁵ + ɕ ɥ a ²¹ + tʰ o ⁵⁵	i n t + i m n t + i n t
741	Laizisi (Moguang)	calf, lower leg	139	小腿	ma⁵⁵ ɕya²¹ tʰo⁵⁵, tɕʰi⁵⁵ vɤ²¹	tɕʰi⁵⁵vɤ²¹	tɕʰ i ⁵⁵ + v ɤ ²¹	i n t + i n t
#
219	Kua-nsi (Hedong)	cat	41	猫	ʔa²¹ ȵi⁵⁵	ʔa²¹ȵi⁵⁵	ʔ a ²¹ + ȵ i ⁵⁵	i n t + i n t
220	Kuamasi	cat	41	猫	ʔa²¹ ni⁵⁵	ʔa²¹ni⁵⁵	ʔ a ²¹ + n i ⁵⁵	i n t + i n t
221	Zibusi (Daqing)	cat	41	猫	ʔa⁵⁵ ȵi⁵⁵	ʔa⁵⁵ȵi⁵⁵	ʔ a ⁵⁵ + ȵ i ⁵⁵	i n t + i n t
222	Laizisi (Moguang)	cat	41	猫	ʔa²¹ ni⁵⁵	ʔa²¹ni⁵⁵	ʔ a ²¹ + n i ⁵⁵	i n t + i n t
223	Sonaga (Xinfeng)	cat	41	猫	ʔa⁵⁵ ȵi⁵⁵	ʔa⁵⁵ȵi⁵⁵	ʔ a ⁵⁵ + ȵ i ⁵⁵	i n t + i n t
#
844	Kua-nsi (Hedong)	catarrh	158	鼻涕	ʔnɯ̠⁵⁵ nɯ̠²¹	ʔnɯ̠⁵⁵nɯ̠²¹	ˀn ɯ̠/ɯ ⁵⁵ + n ɯ̠/ɯ ²¹	i n t + i n t
845	Kuamasi	catarrh	158	鼻涕	ʔnɯ̠⁵⁵ nɯ̠²¹	ʔnɯ̠⁵⁵nɯ̠²¹	ˀn ɯ̠/ɯ ⁵⁵ + n ɯ̠/ɯ ²¹	i n t + i n t
846	Zibusi (Daqing)	catarrh	158	鼻涕	nɯ²¹	nɯ²¹	n ɯ ²¹	i n t
847	Laizisi (Moguang)	catarrh	158	鼻涕	bi²¹̠ ɕi²¹̠	bi²¹̠ɕi²¹	b i ²¹ + ɕ i ²¹	i n t + i n t
848	Sonaga (Xinfeng)	catarrh	158	鼻涕	bi²¹ ɕi²¹̠	bi²¹ɕi²¹	b i ²¹ + ɕ i ²¹	i n t + i n t
#
754	Kua-nsi (Hedong)	chest	142	胸脯	ʔn̩²¹ tɤ⁵⁵	ʔn̩²¹tɤ⁵⁵	ˀn n̩ ²¹ + t ɤ ⁵⁵	i n t + i n t
755	Kuamasi	chest	142	胸脯	ȵi²¹ to⁵⁵	ȵi²¹to⁵⁵	ȵ i ²¹ + t o ⁵⁵	i n t + i n t
756	Zibusi (Daqing)	chest	142	胸脯	nɛi³³ tua⁵⁵	nɛi³³tua⁵⁵	n ɛi ³³ + t w a ⁵⁵	i n t + i m n t
757	Laizisi (Moguang)	chest	142	胸脯	nɛi²¹ to⁵⁵	nɛi²¹to⁵⁵	n ɛi ²¹ + t o ⁵⁵	i n t + i n t
758	Sonaga (Xinfeng)	chest	142	胸脯	ʔɯ⁵⁵ tɯ⁵⁵	ʔɯ⁵⁵tɯ⁵⁵	ʔ ɯ ⁵⁵ + t ɯ ⁵⁵	i n t + i n t
#
267	Kua-nsi (Hedong)	chicken	51	鸡	ʔja̠³³	ʔja̠³³	ˀj a̠/a ³³	i n t
268	Kuamasi	chicken	51	鸡	ʔja̠³³	ʔja̠³³	ˀj a̠/a ³³	i n t
269	Zibusi (Daqing)	chicken	51	鸡	ja³³	ja³³	j a ³³	i n t
270	Laizisi (Moguang)	chicken	51	鸡	ʔja̠³³	ʔja̠³³	ˀj a̠/a ³³	i n t
271	Sonaga (Xinfeng)	chicken	51	鸡	ʔja³³	ʔja³³	ˀj a ³³	i n t
#
