# Wordlist

# DATA
ID	DOCULECT	CONCEPT	NUMBER	CHINESE	VALUE	FORM	TOKENS	STRUCTURE
169	Zibusi (Daqing)	day after tomorrow	31	后天	ɣu⁵⁵ ȵi³³	ɣu⁵⁵ȵi³³	ɣ u ⁵⁵ + ȵ i ³³	i n t + i n t
170	Laizisi (Moguang)	day after tomorrow	31	后天	ɣu⁵⁵ ȵi³³ nɯ⁵⁵	ɣu⁵⁵ȵi³³nɯ⁵⁵	ɣ u ⁵⁵ + ȵ i ³³ + n ɯ ⁵⁵	i n t + i n t + i n t
171	Sonaga (Xinfeng)	day after tomorrow	31	后天	ɣu⁵⁵ ȵi³³	ɣu⁵⁵ȵi³³	ɣ u ⁵⁵ + ȵ i ³³	i n t + i n t
#
157	Kua-nsi (Hedong)	day before yesterday	29	前天	sɿ³³ ȵi³³ nɯ⁵⁵	sɿ³³ȵi³³nɯ⁵⁵	s ɿ ³³ + ȵ i ³³ + n ɯ ⁵⁵	i n t + i n t + i n t
158	Kuamasi	day before yesterday	29	前天	ʃɿ³³ ȵi³³ ʔnɯ̃⁵⁵	ʃɿ³³ȵi³³ʔnɯ̃⁵⁵	ʃ ɿ ³³ + ȵ i ³³ + ˀn ɯ̃ ⁵⁵	i n t + i n t + i n t
159	Zibusi (Daqing)	day before yesterday	29	前天	sɿ²¹ ȵi³³	sɿ²¹ȵi³³	s ɿ ²¹ + ȵ i ³³	i n t + i n t
160	Laizisi (Moguang)	day before yesterday	29	前天	ʃɿ³³ ȵi³³ nɯ⁵⁵	ʃɿ³³ȵi³³nɯ⁵⁵	ʃ ɿ ³³ + ȵ i ³³ + n ɯ ⁵⁵	i n t + i n t + i n t
161	Sonaga (Xinfeng)	day before yesterday	29	前天	sɿ³³ ȵi³³	sɿ³³ȵi³³	s ɿ ³³ + ȵ i ³³	i n t + i n t
#
928	Kua-nsi (Hedong)	deaf person	174	聋(子)	ʔnu̠²¹ ba²¹	ʔnu̠²¹ba²¹	ˀn u̠/u ²¹ + b a ²¹	i n t + i n t
929	Kuamasi	deaf person	174	聋(子)	ʔnu̠²¹ ba²¹	ʔnu̠²¹ba²¹	ˀn u̠/u ²¹ + b a ²¹	i n t + i n t
930	Zibusi (Daqing)	deaf person	174	聋(子)	nu²¹ ba²¹	nu²¹ba²¹	n u ²¹ + b a ²¹	i n t + i n t
931	Laizisi (Moguang)	deaf person	174	聋(子)	nɯ̃²¹ ba²¹	nɯ̃²¹ba²¹	n ɯ̃ ²¹ + b a ²¹	i n t + i n t
932	Sonaga (Xinfeng)	deaf person	174	聋(子)	ʔɤ̠²¹ pou⁵⁵	ʔɤ̠²¹pou⁵⁵	ʔ ɤ̠/ɤ ²¹ + p ou ⁵⁵	i n t + i n t
#
2586	Kua-nsi (Hedong)	deep	486	深(水深)	na̠²¹	na̠²¹	n a̠/a ²¹	i n t
2587	Kuamasi	deep	486	深(水深)	ʔna̠²¹	ʔna̠²¹	ˀn a̠/a ²¹	i n t
2588	Zibusi (Daqing)	deep	486	深(水深)	na̠²¹	na̠²¹	n a̠/a ²¹	i n t
2589	Laizisi (Moguang)	deep	486	深(水深)	na̠²¹	na̠²¹	n a̠/a ²¹	i n t
2590	Sonaga (Xinfeng)	deep	486	深(水深)	nɑ̠²¹	nɑ̠²¹	n ɑ̠/ɑ ²¹	i n t
#
2407	Kua-nsi (Hedong)	delicious	454	好吃	ɕu²¹ ɱɨ⁵⁵̪	ɕu²¹ɱɨ⁵⁵̪	ɕ u ²¹ + ɱ ɨ ⁵⁵	i n t + i n t
2408	Kuamasi	delicious	454	好吃	hɯ̃²¹ dzua³³	hɯ̃²¹dzua³³	h ɯ̃ ²¹ + dz w a ³³	i n t + i m n t
2409	Zibusi (Daqing)	delicious	454	好吃	ɕu⁵⁵	ɕu⁵⁵	ɕ u ⁵⁵	i n t
2410	Laizisi (Moguang)	delicious	454	好吃	ɕa²¹ dʑua³³	ɕa²¹dʑua³³	ɕ a ²¹ + dʑ w a ³³	i n t + i m n t
2411	Sonaga (Xinfeng)	delicious	454	好吃	dzou²¹ dʑiɛ³³	dzou²¹dʑiɛ³³	dz ou ²¹ + dʑ j ɛ ³³	i n t + i m n t
#
2285	Kua-nsi (Hedong)	dirty	432	脏	ma²¹ n̩²¹ da⁵⁵ (= not clean)	ma²¹n̩²¹da⁵⁵	m a ²¹ + n n̩ ²¹ + d a ⁵⁵	i n t + i n t + i n t
2286	Kuamasi	dirty	432	脏	tsa⁵⁵	tsa⁵⁵	ts a ⁵⁵	i n t
2287	Zibusi (Daqing)	dirty	432	脏	la⁵⁵ tʰa⁵⁵	la⁵⁵tʰa⁵⁵	l a ⁵⁵ + tʰ a ⁵⁵	i n t + i n t
2288	Laizisi (Moguang)	dirty	432	脏	tsa⁵⁵, la⁵⁵ tʰa⁵⁵	tsa⁵⁵	ts a ⁵⁵	i n t
2289	Laizisi (Moguang)	dirty	432	脏	tsa⁵⁵, la⁵⁵ tʰa⁵⁵	la⁵⁵tʰa⁵⁵	l a ⁵⁵ + tʰ a ⁵⁵	i n t + i n t
2290	Sonaga (Xinfeng)	dirty	432	脏	ʔua̠³	ʔua̠³	ʔ w a̠ ³	i m n t
#
443	Kua-nsi (Hedong)	dish (vegetables)	84	菜(饭菜)	ja²¹ tsa²¹	ja²¹tsa²¹	j a ²¹ + ts a ²¹	i n t + i n t
444	Kuamasi	dish (vegetables)	84	菜(饭菜)	ja²¹	ja²¹	j a ²¹	i n t
445	Zibusi (Daqing)	dish (vegetables)	84	菜(饭菜)	ʑa²¹	ʑa²¹	ʑ a ²¹	i n t
446	Laizisi (Moguang)	dish (vegetables)	84	菜(饭菜)	ja²¹ tsa²¹	ja²¹tsa²¹	j a ²¹ + ts a ²¹	i n t + i n t
447	Sonaga (Xinfeng)	dish (vegetables)	84	菜(饭菜)	ʑa²¹	ʑa²¹	ʑ a ²¹	i n t
#
213	Kua-nsi (Hedong)	dog*	40	狗	ʔu⁵⁵ nu²¹	ʔu⁵⁵nu²¹	ʔ u ⁵⁵ + n u ²¹	i n t + i n t
214	Kua-nsi	dog*	40	狗	ʔu⁵⁵ nu²¹	ʔu⁵⁵nu²¹	ʔ u ⁵⁵ + n u ²¹	i n t + i n t
215	Kuamasi	dog*	40	狗	ʔu⁵⁵ nu²¹	ʔu⁵⁵nu²¹	ʔ u ⁵⁵ + n u ²¹	i n t + i n t
216	Zibusi (Daqing)	dog*	40	狗	ʔa⁵⁵ nu²¹	ʔa⁵⁵nu²¹	ʔ a ⁵⁵ + n u ²¹	i n t + i n t
217	Laizisi (Moguang)	dog*	40	狗	kʰɯ²¹	kʰɯ²¹	kʰ ɯ ²¹	i n t
218	Sonaga (Xinfeng)	dog*	40	狗	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	i n t
#
1018	Kua-nsi (Hedong)	door	192	门	ɡɯ⁵⁵ hɯ̃²¹	ɡɯ⁵⁵hɯ̃²¹	g ɯ ⁵⁵ + h ɯ̃ ²¹	i n t + i n t
1019	Kuamasi	door	192	门	ɡɯ³³ tɕi⁵⁵	ɡɯ³³tɕi⁵⁵	g ɯ ³³ + tɕ i ⁵⁵	i n t + i n t
1020	Zibusi (Daqing)	door	192	门	ɡa³³ kʰɯ²¹	ɡa³³kʰɯ²¹	g a ³³ + kʰ ɯ ²¹	i n t + i n t
1021	Laizisi (Moguang)	door	192	门	kuai²¹ mai⁵⁵	kuai²¹mai⁵⁵	k w ai ²¹ + m ai ⁵⁵	i m n t + i n t
1022	Sonaga (Xinfeng)	door	192	门	ma̠²¹ kʰɯ⁵⁵, kʰɯ²¹ di⁵⁵	ma̠²¹kʰɯ⁵⁵	m a̠/a ²¹ + kʰ ɯ ⁵⁵	i n t + i n t
1023	Sonaga (Xinfeng)	door	192	门	ma̠²¹ kʰɯ⁵⁵, kʰɯ²¹ di⁵⁵	kʰɯ²¹di⁵⁵	kʰ ɯ ²¹ + d i ⁵⁵	i n t + i n t
#
293	Kua-nsi (Hedong)	dove	56	鸽	dɯ²¹ pfɨ⁵⁵̪ mɯ²¹	dɯ²¹pfɨ⁵⁵̪mɯ²¹	d ɯ ²¹ + pf ɨ ⁵⁵ + m ɯ ²¹	i n t + i n t + i n t
294	Kuamasi	dove	56	鸽	ku⁵⁵ tsɿ³³	ku⁵⁵tsɿ³³	k u ⁵⁵ + ts ɿ ³³	i n t + i n t
295	Zibusi (Daqing)	dove	56	鸽	ku⁵⁵ tsɿ³³	ku⁵⁵tsɿ³³	k u ⁵⁵ + ts ɿ ³³	i n t + i n t
296	Laizisi (Moguang)	dove	56	鸽	ku⁵⁵ tsɿ²¹	ku⁵⁵tsɿ²¹	k u ⁵⁵ + ts ɿ ²¹	i n t + i n t
297	Sonaga (Xinfeng)	dove	56	鸽	ku⁵⁵ zõ²¹	ku⁵⁵zõ²¹	k u ⁵⁵ + z õ ²¹	i n t + i n t
#
229	Kua-nsi (Hedong)	dragon	43	龙	lɤ²¹	lɤ²¹	l ɤ ²¹	i n t
230	Kuamasi	dragon	43	龙	lo²¹	lo²¹	l o ²¹	i n t
231	Zibusi (Daqing)	dragon	43	龙	lo²¹	lo²¹	l o ²¹	i n t
232	Laizisi (Moguang)	dragon	43	龙	lo̠²¹	lo̠²¹	l o̠/o ²¹	i n t
233	Sonaga (Xinfeng)	dragon	43	龙	lɤ̪²¹	lɤ̪²¹	l ɤ̪/ɤ ²¹	i n t
#
1241	Kua-nsi (Hedong)	dream	235	梦	zɿ²¹ mu³³ kʰa⁵⁵ _	zɿ²¹mu³³kʰa⁵⁵	z ɿ ²¹ + m u ³³ + kʰ a ⁵⁵	i n t + i n t + i n t
1242	Kuamasi	dream	235	梦	zɿ²¹ mũ kʰa⁵⁵ _	zɿ²¹mũkʰa⁵⁵	z ɿ ²¹ + m ũ ⁰ + kʰ a ⁵⁵	i n t + i n t + i n t
1243	Zibusi (Daqing)	dream	235	梦	zɿ²¹ ma³³ kʰa⁵⁵ _	zɿ²¹ma³³kʰa⁵⁵	z ɿ ²¹ + m a ³³ + kʰ a ⁵⁵	i n t + i n t + i n t
1244	Laizisi (Moguang)	dream	235	梦	ʒɿ²¹ mu³³ kʰa⁵⁵ _	ʒɿ²¹mu³³kʰa⁵⁵	ʒ ɿ ²¹ + m u ³³ + kʰ a ⁵⁵	i n t + i n t + i n t
1245	Sonaga (Xinfeng)	dream	235	梦	zɨ²¹̪ mõ³³ _	zɨ²¹̪mõ³³	z ɨ ²¹ + m õ ³³	i n t + i n t
#
2498	Kua-nsi (Hedong)	drunk	470	(喝)醉了	ʑi²¹̠	ʑi²¹	ʑ i ²¹	i n t
2499	Kuamasi	drunk	470	(喝)醉了	ʑi²¹̠	ʑi²¹	ʑ i ²¹	i n t
2500	Zibusi (Daqing)	drunk	470	(喝)醉了	ʑi²¹	ʑi²¹	ʑ i ²¹	i n t
2501	Laizisi (Moguang)	drunk	470	(喝)醉了	ʑi²¹̠	ʑi²¹	ʑ i ²¹	i n t
2502	Sonaga (Xinfeng)	drunk	470	(喝)醉了	ji²¹̠	ji²¹	j i ²¹	i n t
#
1034	Kua-nsi (Hedong)	dry field	195	田(旱田)	ka⁵⁵ tso²¹ mɨ⁵⁵̪	ka⁵⁵tso²¹mɨ⁵⁵̪	k a ⁵⁵ + ts o ²¹ + m ɨ ⁵⁵	i n t + i n t + i n t
1035	Kuamasi	dry field	195	田(旱田)	ka⁵⁵ so̠²¹ mi⁵⁵	ka⁵⁵so̠²¹mi⁵⁵	k a ⁵⁵ + s o̠/o ²¹ + m i ⁵⁵	i n t + i n t + i n t
1036	Zibusi (Daqing)	dry field	195	田(旱田)	ka⁵⁵ tsou²¹	ka⁵⁵tsou²¹	k a ⁵⁵ + ts ou ²¹	i n t + i n t
1037	Laizisi (Moguang)	dry field	195	田(旱田)	ka⁵⁵ tsou²¹	ka⁵⁵tsou²¹	k a ⁵⁵ + ts ou ²¹	i n t + i n t
1038	Sonaga (Xinfeng)	dry field	195	田(旱田)	mi⁵⁵	mi⁵⁵	m i ⁵⁵	i n t
#
2330	Kua-nsi (Hedong)	dry*	440	干(衣服干)	xua³³	xua³³	x w a ³³	i m n t
2331	Kua-nsi	dry*	440	干(衣服干)	xua³³	xua³³	x w a ³³	i m n t
2332	Kuamasi	dry*	440	干(衣服干)	xua³³	xua³³	x w a ³³	i m n t
2333	Zibusi (Daqing)	dry*	440	干(衣服干)	xua³³	xua³³	x w a ³³	i m n t
2334	Laizisi (Moguang)	dry*	440	干(衣服干)	xua³³	xua³³	x w a ³³	i m n t
2335	Sonaga (Xinfeng)	dry*	440	干(衣服干)	dʑyi³³	dʑyi³³	dʑ ɥ i ³³	i m n t
#
277	Kua-nsi (Hedong)	duck	53	鸭子	bu²¹ ʔã³³	bu²¹ʔã³³	b u ²¹ + ʔ ã ³³	i n t + i n t
278	Kuamasi	duck	53	鸭子	ʔa³³	ʔa³³	ʔ a ³³	i n t
279	Zibusi (Daqing)	duck	53	鸭子	bua²¹	bua²¹	b w a ²¹	i m n t
280	Laizisi (Moguang)	duck	53	鸭子	ʔa³³	ʔa³³	ʔ a ³³	i n t
281	Sonaga (Xinfeng)	duck	53	鸭子	ʔa³³	ʔa³³	ʔ a ³³	i n t
#
298	Kua-nsi (Hedong)	eagle	57	老鹰	ku⁵⁵ ma²¹	ku⁵⁵ma²¹	k u ⁵⁵ + m a ²¹	i n t + i n t
299	Kuamasi	eagle	57	老鹰	pa²¹ la²¹ dzɿ⁵⁵	pa²¹la²¹dzɿ⁵⁵	p a ²¹ + l a ²¹ + dz ɿ ⁵⁵	i n t + i n t + i n t
300	Zibusi (Daqing)	eagle	57	老鹰	dzɯ⁵⁵ mu³³	dzɯ⁵⁵mu³³	dz ɯ ⁵⁵ + m u ³³	i n t + i n t
301	Laizisi (Moguang)	eagle	57	老鹰	dzɯ⁵⁵	dzɯ⁵⁵	dz ɯ ⁵⁵	i n t
302	Sonaga (Xinfeng)	eagle	57	老鹰	ʔa⁵⁵ dzɯ⁵⁵	ʔa⁵⁵dzɯ⁵⁵	ʔ a ⁵⁵ + dz ɯ ⁵⁵	i n t + i n t
#
622	Kua-nsi (Hedong)	ear*	118	耳朵	ʔnu̠²¹ pa⁵⁵	ʔnu̠²¹pa⁵⁵	ˀn u̠/u ²¹ + p a ⁵⁵	i n t + i n t
623	Kua-nsi	ear*	118	耳朵	nu̠²¹ pa⁵⁵	nu̠²¹pa⁵⁵	n u̠/u ²¹ + p a ⁵⁵	i n t + i n t
624	Kuamasi	ear*	118	耳朵	ʔnu̠²¹ pa⁵⁵	ʔnu̠²¹pa⁵⁵	ˀn u̠/u ²¹ + p a ⁵⁵	i n t + i n t
625	Zibusi (Daqing)	ear*	118	耳朵	nu²¹ pa⁵⁵	nu²¹pa⁵⁵	n u ²¹ + p a ⁵⁵	i n t + i n t
626	Laizisi (Moguang)	ear*	118	耳朵	nɯ̃²¹ pa⁵⁵	nɯ̃²¹pa⁵⁵	n ɯ̃ ²¹ + p a ⁵⁵	i n t + i n t
627	Sonaga (Xinfeng)	ear*	118	耳朵	nou²¹ pa⁵⁵	nou²¹pa⁵⁵	n ou ²¹ + p a ⁵⁵	i n t + i n t
#
2359	Kua-nsi (Hedong)	early	445	早(来得早)	na²¹	na²¹	n a ²¹	i n t
2360	Kuamasi	early	445	早(来得早)	na̠²¹	na̠²¹	n a̠/a ²¹	i n t
2361	Zibusi (Daqing)	early	445	早(来得早)	na²¹	na²¹	n a ²¹	i n t
2362	Laizisi (Moguang)	early	445	早(来得早)	na̠²¹	na̠²¹	n a̠/a ²¹	i n t
2363	Sonaga (Xinfeng)	early	445	早(来得早)	nɑ̠²¹	nɑ̠²¹	n ɑ̠/ɑ ²¹	i n t
#
1044	Kua-nsi (Hedong)	earring	197	耳环	nõ²¹ kʰõ³³	nõ²¹kʰõ³³	n õ ²¹ + kʰ õ ³³	i n t + i n t
1045	Kuamasi	earring	197	耳环	nũ²¹ kʰou³³	nũ²¹kʰou³³	n ũ ²¹ + kʰ ou ³³	i n t + i n t
1046	Zibusi (Daqing)	earring	197	耳环	nu²¹ kʰu³³	nu²¹kʰu³³	n u ²¹ + kʰ u ³³	i n t + i n t
1047	Laizisi (Moguang)	earring	197	耳环	nɯ̠²¹ kʰu³³	nɯ̠²¹kʰu³³	n ɯ̠/ɯ ²¹ + kʰ u ³³	i n t + i n t
1048	Sonaga (Xinfeng)	earring	197	耳环	no²¹ kʰo³³	no²¹kʰo³³	n o ²¹ + kʰ o ³³	i n t + i n t
#
68	Kua-nsi (Hedong)	earth*	13	土(土壤)	ʔni²¹̠	ʔni²¹	ˀn i ²¹	i n t
69	Kua-nsi	earth*	13	土(土壤)	ʔni²¹̠	ʔni²¹	ˀn i ²¹	i n t
70	Kuamasi	earth*	13	土(土壤)	ni²¹̠	ni²¹	n i ²¹	i n t
71	Zibusi (Daqing)	earth*	13	土(土壤)	nai²¹	nai²¹	n ai ²¹	i n t
72	Laizisi (Moguang)	earth*	13	土(土壤)	nai²¹	nai²¹	n ai ²¹	i n t
73	Sonaga (Xinfeng)	earth*	13	土(土壤)	nɛ²¹ ɕia²¹	nɛ²¹ɕia²¹	n ɛ ²¹ + ɕ j a ²¹	i n t + i m n t
#
370	Kua-nsi (Hedong)	egg*	71	蛋	fɤ³³	fɤ³³	f ɤ ³³	i n t
371	Kua-nsi	egg*	71	蛋	fɤ³³	fɤ³³	f ɤ ³³	i n t
372	Kuamasi	egg*	71	蛋	fɤ³³	fɤ³³	f ɤ ³³	i n t
373	Zibusi (Daqing)	egg*	71	蛋	fɤ³³	fɤ³³	f ɤ ³³	i n t
374	Laizisi (Moguang)	egg*	71	蛋	fɤ³³	fɤ³³	f ɤ ³³	i n t
375	Sonaga (Xinfeng)	egg*	71	蛋	fɨ³³̪	fɨ³³̪	f ɨ ³³	i n t
#
2659	Kua-nsi (Hedong)	eight	500	八	çi²¹̠	çi²¹	ɕ i ²¹	i n t
2660	Kuamasi	eight	500	八	hi²¹̠	hi²¹	h i ²¹	i n t
2661	Zibusi (Daqing)	eight	500	八	hai²¹	hai²¹	h ai ²¹	i n t
2662	Laizisi (Moguang)	eight	500	八	hai²¹	hai²¹	h ai ²¹	i n t
2663	Sonaga (Xinfeng)	eight	500	八	hai²¹	hai²¹	h ai ²¹	i n t
#
695	Kua-nsi (Hedong)	elbow	131	肘	la̠²¹ nɤ⁵⁵	la̠²¹nɤ⁵⁵	l a̠/a ²¹ + n ɤ ⁵⁵	i n t + i n t
696	Kuamasi	elbow	131	肘	la̠²¹ da⁵⁵	la̠²¹da⁵⁵	l a̠/a ²¹ + d a ⁵⁵	i n t + i n t
697	Zibusi (Daqing)	elbow	131	肘	la²¹ kwai²¹	la²¹kwai²¹	l a ²¹ + k w ai ²¹	i n t + i m n t
698	Laizisi (Moguang)	elbow	131	肘	la̠²¹ nɯ⁵⁵	la̠²¹nɯ⁵⁵	l a̠/a ²¹ + n ɯ ⁵⁵	i n t + i n t
699	Sonaga (Xinfeng)	elbow	131	肘	lɑ̠²¹ kwɛ²¹	lɑ̠²¹kwɛ²¹	l ɑ̠/ɑ ²¹ + k w ɛ ²¹	i n t + i m n t
#
948	Kua-nsi (Hedong)	elder brother	178	哥哥	ʔa⁵⁵ ji²¹	ʔa⁵⁵ji²¹	ʔ a ⁵⁵ + j i ²¹	i n t + i n t
949	Kuamasi	elder brother	178	哥哥	ʔa⁵⁵ ku³³	ʔa⁵⁵ku³³	ʔ a ⁵⁵ + k u ³³	i n t + i n t
950	Zibusi (Daqing)	elder brother	178	哥哥	ʔa⁵⁵ da³³	ʔa⁵⁵da³³	ʔ a ⁵⁵ + d a ³³	i n t + i n t
951	Laizisi (Moguang)	elder brother	178	哥哥	ʔa⁵⁵ ji²¹	ʔa⁵⁵ji²¹	ʔ a ⁵⁵ + j i ²¹	i n t + i n t
952	Sonaga (Xinfeng)	elder brother	178	哥哥	ʔa²¹ ji²¹	ʔa²¹ji²¹	ʔ a ²¹ + j i ²¹	i n t + i n t
#
953	Kua-nsi (Hedong)	elder sister	179	姐姐	ʔa⁵⁵ tsɿ³³	ʔa⁵⁵tsɿ³³	ʔ a ⁵⁵ + ts ɿ ³³	i n t + i n t
954	Kuamasi	elder sister	179	姐姐	ʔa⁵⁵ tsi³³	ʔa⁵⁵tsi³³	ʔ a ⁵⁵ + ts i ³³	i n t + i n t
955	Zibusi (Daqing)	elder sister	179	姐姐	ʔa⁵⁵ tsɿ³³	ʔa⁵⁵tsɿ³³	ʔ a ⁵⁵ + ts ɿ ³³	i n t + i n t
956	Laizisi (Moguang)	elder sister	179	姐姐	ʔa³³ tɕi⁵⁵	ʔa³³tɕi⁵⁵	ʔ a ³³ + tɕ i ⁵⁵	i n t + i n t
957	Sonaga (Xinfeng)	elder sister	179	姐姐	ʔa²¹ tɕi³³	ʔa²¹tɕi³³	ʔ a ²¹ + tɕ i ³³	i n t + i n t
#
2674	Kua-nsi (Hedong)	eleven	503	十一	tsʰɿ⁵⁵ tsɿ²¹	tsʰɿ⁵⁵tsɿ²¹	tsʰ ɿ ⁵⁵ + ts ɿ ²¹	i n t + i n t
2675	Kuamasi	eleven	503	十一	tsʰɿ⁵⁵ tɕʰi²¹	tsʰɿ⁵⁵tɕʰi²¹	tsʰ ɿ ⁵⁵ + tɕʰ i ²¹	i n t + i n t
2676	Zibusi (Daqing)	eleven	503	十一	tsʰɯ⁵⁵ tɕi²¹	tsʰɯ⁵⁵tɕi²¹	tsʰ ɯ ⁵⁵ + tɕ i ²¹	i n t + i n t
2677	Laizisi (Moguang)	eleven	503	十一	tɕʰi⁵⁵ ti²¹̠	tɕʰi⁵⁵ti²¹	tɕʰ i ⁵⁵ + t i ²¹	i n t + i n t
2678	Sonaga (Xinfeng)	eleven	503	十一	tɕʰi⁵⁵ ti²¹̠	tɕʰi⁵⁵ti²¹	tɕʰ i ⁵⁵ + t i ²¹	i n t + i n t
#
2268	Kua-nsi (Hedong)	empty	429	空	kʰɯ⁵⁵ （=白语）, ʔn̩²¹ dza⁵⁵ （=没有）	kʰɯ⁵⁵	kʰ ɯ ⁵⁵	i n t
2269	Kua-nsi (Hedong)	empty	429	空	kʰɯ⁵⁵ （=白语）, ʔn̩²¹ dza⁵⁵ （=没有）	ʔn̩²¹dza⁵⁵	ˀn n̩ ²¹ + dz a ⁵⁵	i n t + i n t
2270	Kuamasi	empty	429	空	kʰo⁵⁵	kʰo⁵⁵	kʰ o ⁵⁵	i n t
2271	Zibusi (Daqing)	empty	429	空	ɕa⁵⁵	ɕa⁵⁵	ɕ a ⁵⁵	i n t
2272	Laizisi (Moguang)	empty	429	空	kʰo⁵⁵	kʰo⁵⁵	kʰ o ⁵⁵	i n t
2273	Sonaga (Xinfeng)	empty	429	空	kʰɨ⁵⁵̪	kʰɨ⁵⁵̪	kʰ ɨ ⁵⁵	i n t
#
2519	Kua-nsi (Hedong)	enough	474	足够	lo²¹	lo²¹	l o ²¹	i n t
2520	Kuamasi	enough	474	足够	lu̠²¹	lu̠²¹	l u̠/u ²¹	i n t
2521	Zibusi (Daqing)	enough	474	足够	lɑu²¹	lɑu²¹	l ɑu ²¹	i n t
2522	Laizisi (Moguang)	enough	474	足够	lu̠²¹	lu̠²¹	l u̠/u ²¹	i n t
2523	Sonaga (Xinfeng)	enough	474	足够	lo̠²¹ ɡa³³	lo̠²¹ɡa³³	l o̠/o ²¹ + g a ³³	i n t + i n t
#
2508	Kua-nsi (Hedong)	expensive	472	贵	pfʰɨ²¹̪ kʰa³³	pfʰɨ²¹̪kʰa³³	pfʰ ɨ ²¹ + kʰ a ³³	i n t + i n t
2509	Kuamasi	expensive	472	贵	pfʰɤ̠²¹ kʰa³³	pfʰɤ̠²¹kʰa³³	pfʰ ɤ̠/ɤ ²¹ + kʰ a ³³	i n t + i n t
2510	Zibusi (Daqing)	expensive	472	贵	pfʰɤ²¹ kʰa³³	pfʰɤ²¹kʰa³³	pfʰ ɤ ²¹ + kʰ a ³³	i n t + i n t
2511	Laizisi (Moguang)	expensive	472	贵	fɤ²¹ kʰa³³	fɤ²¹kʰa³³	f ɤ ²¹ + kʰ a ³³	i n t + i n t
2512	Sonaga (Xinfeng)	expensive	472	贵	pfʰɨ²¹̪ kʰa³³	pfʰɨ²¹̪kʰa³³	pfʰ ɨ ²¹ + kʰ a ³³	i n t + i n t
#
610	Kua-nsi (Hedong)	eye*	116	眼睛	mia³³ dɤ²¹	mia³³dɤ²¹	m j a ³³ + d ɤ ²¹	i m n t + i n t
611	Kua-nsi	eye*	116	眼睛	mia³³ dɤ²¹	mia³³dɤ²¹	m j a ³³ + d ɤ ²¹	i m n t + i n t
612	Kuamasi	eye*	116	眼睛	mia³³ to²¹	mia³³to²¹	m j a ³³ + t o ²¹	i m n t + i n t
613	Zibusi (Daqing)	eye*	116	眼睛	mia³³ do²¹	mia³³do²¹	m j a ³³ + d o ²¹	i m n t + i n t
614	Laizisi (Moguang)	eye*	116	眼睛	mia³³ do²¹	mia³³do²¹	m j a ³³ + d o ²¹	i m n t + i n t
615	Sonaga (Xinfeng)	eye*	116	眼睛	mia⁵⁵ tɯ̠²¹	mia⁵⁵tɯ̠²¹	m j a ⁵⁵ + t ɯ̠/ɯ ²¹	i m n t + i n t
#
605	Kua-nsi (Hedong)	face	115	脸	pʰia²¹ mo³³	pʰia²¹mo³³	pʰ j a ²¹ + m o ³³	i m n t + i n t
606	Kuamasi	face	115	脸	pʰia²¹ mũ³³	pʰia²¹mũ³³	pʰ j a ²¹ + m ũ ³³	i m n t + i n t
607	Zibusi (Daqing)	face	115	脸	pʰia²¹ ja²¹	pʰia²¹ja²¹	pʰ j a ²¹ + j a ²¹	i m n t + i n t
608	Laizisi (Moguang)	face	115	脸	pʰi²¹̠ mia³³	pʰi²¹̠mia³³	pʰ i ²¹ + m j a ³³	i n t + i m n t
609	Sonaga (Xinfeng)	face	115	脸	kʰɯ²¹ mia³³	kʰɯ²¹mia³³	kʰ ɯ ²¹ + m j a ³³	i n t + i m n t
#
859	Kua-nsi (Hedong)	faeces	161	屎	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	i n t
860	Kuamasi	faeces	161	屎	tɕʰi²¹	tɕʰi²¹	tɕʰ i ²¹	i n t
861	Zibusi (Daqing)	faeces	161	屎	tɕʰi²¹	tɕʰi²¹	tɕʰ i ²¹	i n t
862	Laizisi (Moguang)	faeces	161	屎	tɕʰi²¹	tɕʰi²¹	tɕʰ i ²¹	i n t
863	Sonaga (Xinfeng)	faeces	161	屎	tɕʰi²¹	tɕʰi²¹	tɕʰ i ²¹	i n t
#
2315	Kua-nsi (Hedong)	fast	437	快(走得快)	miõ³³	miõ³³	m j õ ³³	i m n t
2316	Kuamasi	fast	437	快(走得快)	mia³³	mia³³	m j a ³³	i m n t
2317	Zibusi (Daqing)	fast	437	快(走得快)	miɑu³³	miɑu³³	m j ɑu ³³	i m n t
2318	Laizisi (Moguang)	fast	437	快(走得快)	miɑu³³	miɑu³³	m j ɑu ³³	i m n t
2319	Sonaga (Xinfeng)	fast	437	快(走得快)	dʑi⁵⁵	dʑi⁵⁵	dʑ i ⁵⁵	i n t
#
2274	Kua-nsi (Hedong)	fat	430	胖	ɡɯ⁵⁵ tʰɯ³³	ɡɯ⁵⁵tʰɯ³³	g ɯ ⁵⁵ + tʰ ɯ ³³	i n t + i n t
2275	Kuamasi	fat	430	胖	ɡo⁵⁵ tʰɤ²¹	ɡo⁵⁵tʰɤ²¹	g o ⁵⁵ + tʰ ɤ ²¹	i n t + i n t
2276	Zibusi (Daqing)	fat	430	胖	ɡo⁵⁵ tʰo³³	ɡo⁵⁵tʰo³³	g o ⁵⁵ + tʰ o ³³	i n t + i n t
